20C1A6AA-BE11-4FFB-9EC0-75D5B9629CA4#appfire#40F78B02-36D2-4058-87A8-E25CDCECF57C#appfire#alarm.volume#appfire#100000#appfire##appfire#Alarm Volume#appfire#1#appfire#\N#appfire#2015-12-17 12:49:35#appfire#\N#appfire#2015-12-17 12:49:35#appfire#1
476816A9-C220-41EF-9981-10A78DCC6B48#appfire#40F78B02-36D2-4058-87A8-E25CDCECF57C#appfire#refresh.frequency#appfire#0#appfire#Refresh Time to reload this configuration file In a production environment, if you want to debug a specific component you can change the Alarm Log Levels (for specific Target like File, DB etc) of that specific components. Once the configuration is refreshed new Log Events will be written to the configured Target (File, DB etc). This will help to isolate and troubleshoot a production environment without shutting down the application. #appfire#Refresh Frequency#appfire#1#appfire#\N#appfire#2015-12-17 12:49:35#appfire#\N#appfire#2015-12-17 12:49:35#appfire#1
49F81AB9-A845-4507-A177-1AD133E4D8F0#appfire#40F78B02-36D2-4058-87A8-E25CDCECF57C#appfire#alarm.queue#appfire#0#appfire#Logging Framework is Asynchronous in nature. Log Events goes to the Queue first and connectors takes the event from the queue for processing. Event Queue Type 0 - Circular Queue (RECOMMENDED) 1 - Infinite Queue with Initial Capacity and events will be wrapped in Soft References (JVM will garbage collect these soft references when it runs out of memory). 2 - Infinite Queue (NOT RECOMMENDED)#appfire#Alarm Queue Type#appfire#1#appfire#\N#appfire#2015-12-17 12:49:35#appfire#\N#appfire#2015-12-17 12:49:35#appfire#1
